year,age,years_homeless,gender,race,mental_health,substance_use,outdoor_sleeping,chronic_homeless,shelter_type,youth,indigenous_flag,lgbtq,immigrant,foster_care_history,incarceration_history,no_income,housing_loss_income,housing_loss_health
2013,19.2,0.74,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,37.2,0.95,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,43.1,3.41,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,41.7,0.59,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,16.9,3.9,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,24.3,2.83,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,33.3,0.26,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,42.3,0.09,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,21.9,0.13,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,26.0,0.05,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,0.12,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,15.0,1.38,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,40.0,0.09,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,47.6,0.46,male,indigenous,1,1,0,0,respite,0,1,0,0,0,0,0,0,0
2013,27.6,2.24,male,indigenous,1,1,0,0,respite,0,1,0,0,0,0,0,0,0
2013,42.7,0.05,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,33.7,2.02,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,19.6,0.4,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,1,0,0,0
2013,33.7,0.15,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,50.2,1.43,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,28.1,1.19,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,1,0,0,0
2013,50.5,2.52,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,1.59,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,1,0,0,0,0
2013,40.1,1.95,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,29.9,0.4,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,1,0,0,0
2013,24.4,0.23,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,29.9,1.67,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,1.97,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,25.6,5.59,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,33.6,0.64,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,49.3,0.56,male,indigenous,1,1,0,0,respite,0,1,0,0,0,0,0,0,0
2013,21.4,1.8,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,17.3,0.5,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,1,0,0,0
2013,21.6,3.2,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,41.5,2.35,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,33.2,0.67,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,21.2,1.67,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,35.8,1.69,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,30.0,0.13,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,42.2,2.79,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,18.8,0.84,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,24.0,2.1,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,1,0,0,0
2013,23.1,0.46,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,15.0,2.71,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,32.8,0.59,male,indigenous,1,1,0,0,respite,0,1,0,0,0,0,0,0,0
2013,32.3,0.05,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,28.7,2.83,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,25.4,0.11,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,0.46,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,22.7,3.6,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,23.8,3.61,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,17.4,1.02,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,26.4,1.2,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,34.3,0.71,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,55.0,0.42,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,31.1,0.48,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,32.2,1.34,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,27.6,1.68,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,1.88,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,1,0,0,0
2013,28.3,1.87,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,29.5,0.11,male,indigenous,1,1,0,0,other,0,1,0,0,0,0,0,0,0
2013,63.1,0.82,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,25.9,0.07,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,32.9,0.96,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,28.1,0.7,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,2.62,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,44.6,0.52,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,39.2,0.15,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,1,0,0,0
2013,39.7,0.19,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,15.9,1.72,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,48.3,1.16,male,indigenous,1,1,0,0,respite,0,1,0,0,0,0,0,0,0
2013,15.0,0.13,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,36.9,0.11,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,59.3,1.45,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,0.09,male,indigenous,1,1,0,0,other,1,1,0,0,0,0,0,0,0
2013,20.7,2.07,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,30.0,1.47,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,21.6,0.1,male,indigenous,1,1,0,0,other,1,1,0,0,0,0,0,0,0
2013,15.0,0.11,male,indigenous,1,1,0,0,respite,1,1,0,0,0,0,0,0,0
2013,29.6,5.18,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,0.56,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,1,0,0,0,0
2013,35.3,0.56,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.8,2.01,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,50.3,3.53,male,indigenous,1,1,0,0,respite,0,1,0,0,1,0,0,0,0
2013,17.7,5.12,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,24.1,1.68,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,40.0,0.57,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,0.1,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,31.8,1.8,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,46.9,0.98,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,0.66,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,31.2,2.84,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,1,0,0,0
2013,32.3,0.14,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,39.6,0.81,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,0.05,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,1,0,0,0,0
2013,15.0,0.76,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,1,0,0,0,0
2013,35.9,0.07,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,32.8,0.15,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,32.1,0.15,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,33.5,1.26,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,19.1,1.64,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,31.9,1.05,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,32.7,3.93,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,18.6,0.56,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,54.8,0.4,male,indigenous,1,1,0,0,other,0,1,0,0,0,0,0,0,0
2013,35.3,2.44,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,0.3,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,1,0,0,0
2013,37.8,3.96,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,15.0,0.05,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,39.7,4.2,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,44.9,0.05,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,17.1,2.66,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,42.1,0.9,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,34.4,5.95,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,40.1,0.09,male,indigenous,1,1,0,0,respite,0,1,0,0,0,0,0,0,0
2013,55.2,0.97,male,indigenous,1,1,0,0,respite,0,1,0,0,0,0,0,0,0
2013,25.2,4.18,male,indigenous,1,1,0,0,other,0,1,0,0,0,0,0,0,0
2013,18.1,0.89,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,16.2,1.19,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,17.2,1.43,male,indigenous,1,1,0,0,other,1,1,0,0,0,0,0,0,0
2013,27.6,0.73,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,33.4,1.19,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,32.5,1.05,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,40.2,2.78,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,28.8,0.06,male,indigenous,1,1,0,0,respite,0,1,0,0,1,0,0,0,0
2013,49.0,0.4,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,24.9,3.6,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,66.7,2.65,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,37.4,0.73,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,16.6,1.16,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,15.0,0.39,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,35.4,0.25,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,25.5,0.75,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,38.6,0.52,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,35.3,1.05,male,indigenous,1,1,0,0,respite,0,1,0,0,1,0,0,0,0
2013,27.6,0.1,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,16.8,4.4,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,15.0,5.14,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,1,0,0,0,0
2013,22.4,1.44,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,40.6,0.92,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,31.6,0.44,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,2.02,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,31.1,1.39,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,34.0,0.21,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,1,0,0,0
2013,16.3,2.9,male,indigenous,1,1,0,0,respite,1,1,0,0,0,0,0,0,0
2013,30.8,2.07,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,29.4,3.59,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,1.55,male,indigenous,1,1,0,0,respite,1,1,0,0,0,0,0,0,0
2013,33.6,1.14,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,36.5,0.65,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,43.8,3.24,male,indigenous,1,1,0,0,other,0,1,0,0,0,0,0,0,0
2013,43.4,2.41,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,0.06,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,15.5,0.05,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,1,1,0,0,0
2013,35.8,0.57,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,35.8,2.0,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,35.8,5.24,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,82.6,0.2,male,indigenous,1,1,0,0,respite,0,1,0,0,0,0,0,0,0
2013,36.6,1.08,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,44.5,0.58,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,42.0,4.2,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,37.8,2.22,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,24.2,2.19,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,39.3,0.76,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,17.8,0.64,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,25.3,0.38,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,21.8,0.07,male,indigenous,1,1,0,0,respite,1,1,0,0,0,0,0,0,0
2013,29.8,2.4,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,61.0,2.01,male,indigenous,1,1,0,0,respite,0,1,0,0,0,0,0,0,0
2013,15.0,8.0,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,38.2,6.83,male,indigenous,1,1,0,0,respite,0,1,0,0,0,0,0,0,0
2013,15.0,0.97,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,1,0,0,0
2013,22.0,1.76,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,43.9,3.48,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,29.5,2.27,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,0.34,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,18.6,0.72,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,38.1,0.17,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,18.4,3.7,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,1,0,0,0
2013,31.7,1.12,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,29.3,0.31,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,19.5,1.34,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,58.7,1.16,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,37.5,0.53,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,0.14,male,indigenous,1,1,0,0,respite,1,1,0,0,0,0,0,0,0
2013,31.2,1.34,male,indigenous,1,1,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,19.4,0.88,male,indigenous,1,1,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,40.6,0.5,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,37.8,1.55,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,27.9,0.08,male,indigenous,1,0,0,0,respite,0,1,0,0,0,0,0,0,0
2013,32.6,0.45,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,15.0,0.93,male,indigenous,1,0,0,0,other,1,1,0,0,1,0,0,0,0
2013,62.9,1.88,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,30.4,0.46,male,indigenous,1,0,0,0,respite,0,1,0,0,0,0,0,0,0
2013,30.2,1.18,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,38.8,2.61,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,35.4,1.15,male,indigenous,1,0,0,0,respite,0,1,0,0,0,0,0,0,0
2013,31.8,0.32,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,1,0,0,0,0
2013,17.6,0.05,male,indigenous,1,0,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,35.2,2.45,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,55.0,0.05,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,1,0,0,0
2013,47.5,2.49,male,indigenous,1,0,0,0,respite,0,1,0,0,1,1,0,0,0
2013,50.9,0.9,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,21.5,3.36,male,indigenous,1,0,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,15.0,1.92,male,indigenous,1,0,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,26.9,7.42,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,29.4,0.52,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,44.0,1.75,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,0.62,male,indigenous,1,0,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,50.0,0.78,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,26.4,1.19,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,22.7,2.48,male,indigenous,1,0,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,15.0,4.97,male,indigenous,1,0,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,15.0,1.75,male,indigenous,1,0,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
2013,40.2,0.65,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,29.7,0.66,male,indigenous,1,0,0,0,emergency_shelter,0,1,0,0,0,0,0,0,0
2013,15.0,1.61,male,indigenous,1,0,0,0,emergency_shelter,1,1,0,0,0,0,0,0,0
